Rand_State,Train_Size,In-Acc,Out-Acc,Run_Time,N_HL,Obj_Func,Learning_Rate,TF_Seed,TL,ObjVal,ObjBound,MIPGap
0,50,0.46,0.0753,3600.000540578272,1,GD,0.001,66,60
0,100,0.09,0.0519,3600.000377376098,1,GD,0.001,66,60
0,10,0.8,0.0474,3600.000049559865,2,GD,0.0001,16,60
0,10,0.8,0.0474,3600.000527131837,2,GD,0.0001,16,60
0,10,0.8,0.0474,3600.0002447930165,2,GD,0.0001,16,60
0,10,1.0,0.0545,15.49508438212797,2,GD,1e-05,66,60
0,10,1.0,0.0545,15.369486758019775,2,GD,1e-05,66,60
0,10,1.0,0.0545,15.317982168868184,2,GD,1e-05,66,60
0,10,1.0,0.0651,14.728347554337233,2,GD,1e-05,56,60
0,10,1.0,0.0651,14.615049622952938,2,GD,1e-05,56,60
0,10,1.0,0.0651,14.57644835812971,2,GD,1e-05,56,60
0,10,1.0,0.0498,20.13695370685309,2,GD,1e-05,16,60
0,10,1.0,0.0498,19.937256921082735,2,GD,1e-05,16,60
0,10,1.0,0.0498,19.895912597887218,2,GD,1e-05,16,60
138,10,0.8,0.0392,3600.000621348154,1,GD,0.001,66,60
138,10,1.0,0.0365,5.207497861236334,1,GD,0.001,56,60
138,10,1.0,0.0303,5.9088367889635265,1,GD,0.001,16,60
138,10,1.0,0.0645,8.719895645044744,1,GD,0.0001,66,60
138,10,1.0,0.0413,6.974654213991016,1,GD,0.0001,56,60
138,10,1.0,0.0468,8.347426780033857,1,GD,0.0001,16,60
138,10,1.0,0.0239,19.640293324831873,1,GD,1e-05,66,60
138,10,1.0,0.0458,18.548562042880803,1,GD,1e-05,56,60
138,10,1.0,0.0565,21.00148529978469,1,GD,1e-05,16,60
0,500,0.21,0.1786,3600.0006758891977,2,GD,0.001,66,60
0,250,0.196,0.1168,3600.0002468177117,2,GD,0.001,66,60
0,100,0.42,0.1595,3600.0006022350863,2,GD,0.001,66,60
0,500,0.15,0.1342,3600.0006762761623,1,GD,0.001,66,60
0,250,0.104,0.0721,3600.0005953852087,1,GD,0.001,66,60
0,100,0.18,0.1091,3600.000012413133,1,GD,0.001,66,60
138,10,1.0,0.0275,118.7821291172877,1,GD,1e-06,66,60
138,10,1.0,0.0509,130.81193075189367,1,GD,1e-06,56,60
138,10,1.0,0.0219,96.66840976197273,1,GD,1e-06,16,60
0,50,0.3,0.0565,3600.000205490738,1,GD,0.001,56,60
0,100,0.16,0.0881,3600.0001491620205,1,GD,0.001,56,60
0,10,0.6,0.0202,3600.000286284834,2,GD,1e-06,66,60
0,10,0.6,0.0202,3600.0006458270364,2,GD,1e-06,66,60
0,10,0.6,0.0202,3600.000641656108,2,GD,1e-06,66,60
0,10,1.0,0.0234,110.64474580809474,2,GD,1e-06,56,60
0,10,1.0,0.0234,112.66392066702247,2,GD,1e-06,56,60
0,10,1.0,0.0234,110.98617471614853,2,GD,1e-06,56,60
0,10,1.0,0.0533,208.13269754312932,2,GD,1e-06,16,60
0,10,1.0,0.0533,208.08181090466678,2,GD,1e-06,16,60
0,10,1.0,0.0533,211.5437777051702,2,GD,1e-06,16,60
